recipe_name,product_name,grams
Tarta de manzana,Levadura Royal,5.00
Tarta de manzana,Canela,5.00
Tarta de manzana,Limon,20.00
Tarta de manzana,Branza slaba de vaci,200.00
Tarta de queso,Branza slaba de vaci,350.00
Tarta de queso,Huevo,100.00
Tarta de queso,Yogur,220.00
Tarta de queso,Harina de maiz,30.00
Tarta de queso,Sirope de agave,30.00
Tarta de queso,Frambuesa,150.00
Tarta de queso,Almendra,20.00
Tarta de queso,Chia,30.00
Tarta de queso y frambuesa,Branza slaba de vaci,400.00
Tarta de queso y frambuesa,Huevo,200.00
Tarta de queso y frambuesa,Harina de espelta,100.00
Tarta de queso y frambuesa,Yogur,250.00
Tarta de queso y frambuesa,Mantequilla,100.00
Tarta de queso y frambuesa,Almendra,100.00
Tarta de queso y frambuesa,Sirope de agave,50.00
Tarta de queso y frambuesa,Avena,30.00
Tarta de queso y frambuesa,Frambuesa,200.00
Tarta de queso y frambuesa,Chia,25.00
Tartaletas de queso al horno,Branza slaba de vaci,400.00
Tartaletas de queso al horno,Huevo,100.00
Tartaletas de queso al horno,Harina de maiz,50.00
Tartaletas de queso al horno,Levadura Royal,10.00
Tartaletas de queso al horno,Telemea de oveja,150.00
Tartaletas de queso al horno,Queso curado,80.00
Tartaletas de queso al horno,Tomate deshidratado en aceite,40.00
Terchiniki,Patata ,1500.00
Terchiniki,Aceite de Oliva,40.00
Terchiniki,Lino,30.00
Terchiniki,Harina de trigo,80.00
Terchiniki,Levadura nutricional,30.00
Tofu con romanescu,Aceite de Oliva,20.00
Tofu con romanescu,Tofu,200.00
Tofu con romanescu,Romanescu,500.00
Tofu con zanahoria y col,Aceite de Oliva,15.00
Tofu con zanahoria y col,Ajo,20.00
Tofu con zanahoria y col,Jengibre,20.00
Tofu con zanahoria y col,Tofu,200.00
Tofu con zanahoria y col,Col,250.00
Tofu con zanahoria y col,Zanahoria,150.00
Tortilla de Calabacin,Aceite de Oliva,20.00
Tortilla de Calabacin,Calabacin,400.00
Tortilla de Calabacin,Harina de garbanzos,30.00
Tortilla de Calabacin,Queso curado,50.00
Tortita de patata,Aceite de Oliva,30.00
Tortita de patata,Patata ,1500.00
Tortita de patata,Harina de espelta,250.00
Tortita de patata,Queso cascaval,100.00
Tortita de patata,Perejil,40.00
Tortita de patata,Levadura nutricional,30.00
Tostada de aguacate,Barra pan,200.00
Tostada de aguacate,Aguacate,200.00
Tostada de aguacate,Aceite de Oliva,20.00
Tostada de aguacate,Bayas goji,25.00
Tostada de aguacate,Brotes de soja,20.00
Tostada de aguacate 2,Aceite de Oliva,10.00
Tostada de aguacate 2,Barra pan,120.00
Tostada de aguacate 2,Aguacate,160.00
Tostada de aguacate 2,Pipas de calabaza,15.00
Tostada de aguacate 2,Bayas goji,15.00
Tostada de aguacate 2,Branza slaba de vaci,100.00
Tostada de aguacate y jamón,Barra pan,100.00
Tostada de aguacate y jamón,Tomate,75.00
Tostada de aguacate y jamón,Aguacate,150.00
Tostada de aguacate y jamón,Aceite de Oliva,10.00
Tostada de aguacate y jamón,Jamón Iberico,35.00
Tostada de embutido y brotes,Pan redondo chapata,200.00
Tostada de embutido y brotes,Tomate,100.00
Tostada de embutido y brotes,Salami Aivia,70.00
Tostada de embutido y brotes,Bayas goji,20.00
Tostada de embutido y brotes,Aceite de Oliva,10.00
Tostada de embutido y brotes,Brotes de soja,60.00
Vareniki,Harina de trigo,300.00
Vareniki,Huevo,50.00
Vareniki,Patata ,600.00
Vareniki,Queso cascaval,100.00
Yuba al horno,Yuba nudos,75.00
Yuba al horno,Caldo vegetal,250.00
Yuba al horno,Aceite de Oliva,10.00
Yuba con verduras,Caldo vegetal,300.00
Yuba con verduras,Yuba nudos,75.00
Yuba con verduras,Aceite de Oliva,10.00
Yuba con verduras,Calabacin,300.00
